2/20/2017 11:52 AM																																						
# FuelCalculationMethod = MassAirFlow																																						
Time (sec)	 Latitude (deg)	 Longitude (deg)	 Vehicle speed (MPH)	 Accel X (ft/s²)	 Accel Y (ft/s²)	 Accel Z (ft/s²)	 Engine RPM (RPM)	 Actual engine - percent torque (%)	 Instant fuel economy (MPG)	 Total fuel economy (MPG)	 Fuel rate (gal/hr)	 Rotation Rate X (deg/s)	 Rotation Rate Y (deg/s)	 Rotation Rate Z (deg/s)	 Roll (deg)	 Pitch (deg)	 Calculated load value (%)	 Engine coolant temperature (F)	 Intake manifold absolute pressure (inHg)	 Intake air temperature (F)	 Mass air flow rate (lb/min)	 Absolute throttle position (%)	 Time since engine start (sec)	 Fuel type	 Relative accelerator pedal position (%)	 Engine oil temperature (F)	 Engine fuel rate (gal/hr)	 Driver's demand engine - percent torque (%)	 Engine reference torque (lb•ft)	 Boost (psi)	 Acceleration (ft/s²)	 Acceleration (Avg) (ft/s²)	 Engine Power (hp)	 Engine Torque (lb•ft)	 A/F Commanded	 A/F Actual	 Fuel Remaining (gal)	 GPS Speed (MPH)
9.674	33.9108	-84.52682	0	0.0187831	-0.1669321	0.06361226	728	0	0	0	0.6906711	-0.1900635	-1.338379	0.2498779	-0.8418332	-25.04468	22.7451	145.4	17.42276	95	1.039878	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.469869	68.31981	14.63514	14.79589	4.886274	0.6710809
9.773	33.9108	-84.52682	0	0.04340511	0.03141475	-0.0182876	728	0	0	0	0.6906711	0.05300903	-1.399033	0.6161957	-0.8368385	-25.0772	22.7451	145.4	17.42276	95	1.039878	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.469869	68.31981	14.63514	14.79589	4.886274	0.6710809
9.873	33.9108	-84.52682	0	0.3091886	-0.1329577	0.1794462	728	0	0	0	0.6906711	-0.1291046	-1.338409	0.3109131	-0.8138075	-25.07153	22.7451	145.4	17.42276	95	1.039878	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.469869	68.31981	14.63514	14.79589	4.886274	0.6710809
9.977	33.9108	-84.52682	0	-0.2361445	-0.188787	0.01302763	728	0	0	0	0.6906711	-0.006134033	-1.400284	0.1285553	-0.8007402	-25.13194	22.7451	145.4	17.42276	95	1.039878	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.469869	68.31981	14.63514	14.79589	4.886274	0.6710809
10.077	33.9108	-84.52682	0	0.002285452	-0.2859913	0.341328	728	0	0	0	0.6906711	-0.006637573	-1.460999	0.1897888	-0.7695349	-25.15071	22.7451	145.4	17.42276	95	1.039878	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.469869	68.31981	14.63514	14.79589	4.886274	0.6710809
10.18	33.9108	-84.52682	0	-0.1576139	0.1728447	0.2784693	728	0	0	0	0.6906711	-0.2509918	-1.46051	0.0675354	-0.7779845	-25.16036	22.7451	145.4	17.42276	95	1.039878	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.469869	68.31981	14.63514	14.54896	4.886274	0.6710809
10.28	33.9108	-84.52682	0	0.04941195	0.08766613	0.06647161	728	0	0	0	0.6906711	-0.1295471	-1.643448	0.1295319	-0.8000039	-25.15786	22.7451	145.4	17.42276	95	1.039878	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.469869	68.31981	14.63514	14.54896	4.886274	0.6710809
10.381	33.9108	-84.52682	0	0.04489754	-0.0467797	0.008693515	728	0	0	0	0.7101762	-0.007141113	-1.521713	0.2510223	-0.8218794	-25.15168	22.7451	145.4	17.42276	95	1.068984	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.737305	68.31981	14.63514	14.54896	4.886274	0.6710809
10.481	33.9108	-84.52682	0	-0.3438701	-0.2210004	0.0163371	728	0	0	0	0.7101762	-0.1915588	-1.581604	0.3729248	-0.8169941	-25.14759	22.7451	145.4	17.42276	95	1.068984	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.737305	68.31981	14.63514	14.54896	4.886274	0.6710809
10.582	33.9108	-84.52682	0	0.205451	-0.0193648	0.2893086	728	0	0	0	0.7101762	-0.1303406	-1.581818	0.3730164	-0.8083162	-25.17851	22.7451	145.4	17.42276	95	1.068984	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.737305	68.31981	14.63514	14.54896	4.886274	0.6710809
10.684	33.9108	-84.52682	0	-0.08077026	0.1558931	0.1334531	728	0	0	0	0.7101762	-0.006622314	-1.522079	0.1291351	-0.7713067	-25.21093	22.7451	145.4	17.42276	95	1.068984	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.737305	68.31981	14.63871	14.54896	4.886274	0.6710809
10.783	33.9108	-84.52682	0	0.4049448	-0.1817855	0.1145862	728	0	0	0	0.7101762	-0.06834412	-1.582581	0.1902771	-0.7650482	-25.22566	22.7451	145.4	17.42276	95	1.068984	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.737305	68.31981	14.63871	14.54896	4.886274	0.6710809
10.886	33.9108	-84.52682	0	-0.0771528	0.03793117	0.1657684	728	0	0	0	0.7101762	-0.1303558	-1.520737	0.43367	-0.7862878	-25.24066	22.7451	145.4	17.42276	95	1.068984	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.737305	68.31981	14.63871	14.54896	4.886274	0.6710809
10.989	33.9108	-84.52682	0	-0.03750847	-0.1595951	0.09385331	724	0	0	0	0.7101762	-0.2517395	-1.582123	0.1290588	-0.7686372	-25.24656	22.35294	145.4	17.42276	95	1.068984	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.737305	70.63732	14.63871	14.54896	4.886274	0.6710809
11.09	33.9108	-84.52682	0	-0.09900503	-0.2379977	0.2888647	724	0	0	0	0.7101762	-0.3739319	-1.520798	0.1285858	-0.7685351	-25.26388	22.35294	145.4	17.42276	95	1.068984	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.737305	70.63732	14.63871	14.54896	4.886274	0.6710809
11.194	33.9108	-84.52682	0	-0.03581626	0.004321765	-0.009798827	724	0	0	0	0.7101762	-0.1910553	-1.520889	0.3116913	-0.776628	-25.27554	22.35294	145.4	17.42276	95	1.068984	13.72549	60	0	0	0	0	0	0	-5.656472	0	0	9.737305	70.63732	14.63871	14.54896	4.886274	0.6710809
11.293	33.9108	-84.52682	0	0.2321161	-0.1004434	-0.007023898	724	0	0	0	0.7101762	-0.3744507	-1.520432	0.250473	-0.7723761	-25.29846	22.35294	145.4	17.12746	95	1.068984	13.72549	60	0	0	0	0	0	0	-5.801509	0	0	9.737305	70.63732	14.63871	14.54896	4.886274	0.6710809
11.393	33.9108	-84.52682	0	-0.1427368	-0.003801981	0.2203107	724	0	0	0	0.7101762	-0.1300964	-1.52092	0.3727264	-0.7751784	-25.29029	22.35294	145.4	17.12746	95	1.068984	13.33333	60	0	0	0	0	0	0	-5.801509	0	0	9.737305	70.63732	14.63871	14.54896	4.886274	0.6710809
11.494	33.9108	-84.52682	0	0.3350236	-0.1421598	-0.1905985	724	0	0	0	0.7101762	-0.190033	-1.460541	0.1285706	-0.7487147	-25.29306	22.35294	145.4	17.12746	95	1.068984	13.33333	60	0	0	0	0	0	0	-5.801509	0	0	9.737305	70.63732	14.63871	14.54896	4.886274	0.6710809
11.598	33.9108	-84.52682	0	-0.08874968	0.0760728	0.1091043	724	0	0	0	0.7101762	-0.3132172	-1.581726	0.1899109	-0.7794725	-25.31059	22.35294	145.4	17.12746	95	1.068984	13.33333	60	0	0	0	0	0	0	-5.801509	0	0	9.737305	70.63732	14.63871	14.54896	4.886274	0.6710809
11.707	33.9108	-84.52682	0	0.08832779	-0.02393104	-0.1659503	724	0	0	0	0.7101762	-0.06886292	-1.582214	0.4340668	-0.7870243	-25.31444	22.35294	145.4	17.12746	95	1.068984	13.33333	60	0	0	0	0	0	0	-5.801509	0	0	9.737305	70.63732	14.63871	14.36321	4.886274	0.6710809
11.807	33.9108	-84.52682	0	-0.2917042	-0.01910173	0.2025214	724	0	0	0	0.7101762	-0.129303	-1.58255	0.1292419	-0.7624461	-25.29307	22.35294	145.4	17.12746	95	1.068984	13.33333	60	0	0	0	0	0	0	-5.801509	0	0	9.737305	70.63732	14.63871	14.36321	4.886274	0.6710809
11.91	33.9108	-84.52682	0	0.141212	0.04399532	-0.01814401	724	0	0	0	0.7101762	-0.06912231	-1.582031	0.3731079	-0.7661663	-25.26828	22.35294	145.4	17.12746	95	1.068984	13.33333	60	0	0	0	0	0	0	-5.801509	0	0	9.737305	70.63732	14.63871	14.36321	4.886274	0.6710809
12.011	33.9108	-84.52682	1.242742	0.01026994	0.0382828	0.1244763	724	0	0	0	0.7101762	-0.1912689	-1.703949	0.1906738	-0.7725414	-25.29497	22.35294	145.4	17.12746	95	1.068984	13.33333	60	0	0	0	0	0	0	-5.801509	0.5469924	0.1093985	9.737305	70.63732	14.63871	14.36321	4.886274	0.6710809
12.114	33.91083	-84.52679	1.242742	0.3971345	-0.1831418	-0.07031425	724	0	0	0	0.7101762	-0.252243	-1.642838	0.1902924	-0.7542074	-25.28132	22.35294	145.4	17.12746	95	1.068984	13.33333	60	0	0	0	0	0	0	-5.801509	0.5469924	0.1093985	9.737305	70.63732	14.63871	14.36321	4.886274	1.207946
12.217	33.91083	-84.52679	1.242742	-0.2253328	0.3796677	0.2296511	724	0	1.858436	0.03604934	0.6687032	-0.4348755	-1.581848	0.006896973	-0.7475395	-25.31237	22.35294	145.4	17.12746	95	1.006803	13.33333	60	0	0	0	0	0	0	-5.801509	0.5469924	0.1093985	9.168664	70.63732	14.63871	14.36321	4.886274	1.207946
12.321	33.91083	-84.52679	1.242742	-0.2007968	-0.382951	0.08609723	724	0	1.858436	0.03604934	0.6687032	-0.3137512	-1.520279	0.3724518	-0.7937081	-25.31581	22.35294	145.4	17.12746	95	1.006803	13.33333	60	0	0	0	0	0	0	-5.801509	0.5469924	0.1093985	9.168664	70.63732	14.63514	14.36321	4.886274	1.207946
12.422	33.91083	-84.52679	1.242742	-0.07962799	0.3514583	-0.2409039	708.5	0	1.858436	0.03604934	0.6687032	-0.2522583	-1.581757	0.250946	-0.7803966	-25.29712	22.35294	145.4	17.12746	95	1.006803	13.33333	60	0	0	0	0	0	0	-5.801509	0.5469924	0.1093985	9.168664	70.63732	14.63514	14.36321	4.886274	1.207946
12.522	33.91083	-84.52679	1.242742	0.1669624	-0.4124923	-0.07936378	708.5	0	1.858436	0.03604934	0.6687032	-0.3752136	-1.580963	0.3726501	-0.7809588	-25.31067	22.35294	145.4	17.12746	95	1.006803	13.33333	60	0	0	0	0	0	0	-5.801509	0.5469924	0.1093985	9.168664	67.96734	14.63514	14.36321	4.886274	1.207946
12.626	33.91083	-84.52679	1.242742	-0.03637067	0.005514889	0.1997222	708.5	0	1.858436	0.03604934	0.6687032	-0.375473	-1.58078	0.4335938	-0.7698545	-25.34379	21.56863	145.4	17.12746	95	1.006803	13.33333	60	0	0	0	0	0	0	-5.801509	0.5469924	0.1093985	9.168664	67.96734	14.63514	14.36321	4.886274	1.207946
12.727	33.91083	-84.52679	1.242742	0.1409185	0.2661049	0.2056296	708.5	0	1.858436	0.03604934	0.6687032	-0.1295776	-1.521286	0.2508392	-0.7709473	-25.36473	21.56863	145.4	17.12746	95	1.006803	13.33333	60	0	0	0	0	0	0	-5.801509	0.5469924	0.1093985	9.168664	67.96734	14.63514	14.36321	4.886274	1.207946
12.838	33.91083	-84.52679	1.242742	0.3031614	0.17258	0.09292399	708.5	0	1.858436	0.03604934	0.6687032	-0.4359283	-1.520035	0.3113251	-0.7417215	-25.3738	21.56863	145.4	16.53686	95	1.006803	13.33333	60	0	0	0	0	0	0	-6.091585	0.5469924	0.1093985	9.168664	67.96734	14.63514	14.36321	4.886274	1.207946
12.933	33.91083	-84.52679	1.242742	0.005477186	-0.1198373	0.04621336	708.5	0	1.858436	0.03604934	0.6687032	-0.4364319	-1.58075	0.3725586	-0.7495221	-25.36831	21.56863	145.4	16.53686	95	1.006803	13.33333	60	0	0	0	0	0	0	-6.091585	0.5469924	0.1093985	9.168664	67.96734	14.63514	14.36321	4.886274	1.207946
13.033	33.91083	-84.52679	1.242742	-0.08717704	0.217475	-0.04483738	708.5	0	1.858436	0.03604934	0.6687032	-0.373642	-1.643143	-0.05366516	-0.7339277	-25.39164	21.56863	145.4	16.53686	95	1.006803	13.33333	60	0	0	0	0	0	0	-6.091585	0.5469924	0.1093985	9.168664	67.96734	14.63514	14.36321	4.886274	1.207946
13.136	33.91084	-84.5268	1.242742	-0.2037359	0.03619809	-0.1747853	708.5	0	1.858436	0.03604934	0.6687032	-0.06707764	-1.461334	0.006866455	-0.8066288	-25.32973	21.56863	145.4	16.53686	95	1.006803	13.33333	60	0	0	0	0	0	0	-6.091585	0.5469924	0.1093985	9.168664	67.96734	14.63514	14.36321	4.886274	1.207946
13.236	33.91084	-84.5268	1.242742	-0.4648977	0.06961949	-0.09394312	708.5	0	1.858436	0.03604934	0.6687032	-0.2529907	-1.76445	0.2518158	-0.8488167	-25.2915	21.56863	145.4	16.53686	95	1.006803	13.33333	60	0	0	0	0	0	0	-6.091585	0.5469924	0.1093985	9.168664	67.96734	14.63514	14.36321	4.886274	1.207946
13.338	33.91084	-84.5268	1.864114	0.1986079	0.002436761	-0.08151782	708.5	0	1.858436	0.03604934	0.6687032	-0.1922913	-1.764297	0.3737946	-0.8418397	-25.25046	21.56863	145.4	16.53686	95	1.006803	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	9.168664	67.96734	14.63514	14.58468	4.886274	1.207946
13.438	33.91084	-84.5268	1.864114	-0.3347773	0.0837287	-0.2312169	708.5	0	1.858436	0.03604934	0.6687032	-0.1912842	-1.642868	0.2513275	-0.85078	-25.23542	21.56863	145.4	16.53686	95	1.006803	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	9.168664	67.96734	14.63514	14.58468	4.886274	1.207946
13.542	33.91084	-84.5268	1.864114	-0.02862185	0.1324142	-0.04029555	708.5	0	3.008351	0.08108278	0.6196463	-0.1902771	-1.521439	0.1288605	-0.8438353	-25.20362	21.56863	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	67.96734	14.63514	14.58468	4.886274	1.207946
13.643	33.91084	-84.5268	1.864114	0.2484532	-0.2392261	-0.2120926	708.5	0	3.008351	0.08108278	0.6196463	-0.3749695	-1.520065	0.3723602	-0.8652936	-25.13584	21.56863	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	67.96734	14.63514	14.58468	4.886274	1.207946
13.748	33.91084	-84.5268	1.864114	-0.1990247	0.161607	0.1917169	708.5	0	3.008351	0.08108278	0.6196463	0.2372742	-1.766525	0.130661	-0.8974532	-25.10664	21.56863	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	67.96734	14.63514	14.58468	4.886274	1.207946
13.849	33.91084	-84.5268	1.864114	0.2516586	-0.2796895	-0.2635259	685.5	0	3.008351	0.08108278	0.6196463	0.116333	-1.826843	0.2527466	-0.8781768	-25.0757	21.56863	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	65.09432	14.63514	14.58468	4.886274	1.207946
13.953	33.91084	-84.5268	1.864114	-0.2002375	0.5308702	0.2253116	685.5	0	3.008351	0.08108278	0.6196463	0.2372589	-1.705444	0.1913147	-0.8936961	-25.02452	21.56863	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	65.09432	14.63514	14.58468	4.886274	1.207946
14.054	33.91084	-84.5268	1.864114	-0.1793242	0.4628506	-0.2813183	685.5	0	3.008351	0.08108278	0.6196463	-0.06781006	-1.644028	0.007736206	-0.9001629	-24.96918	21.17647	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	65.09432	14.63514	14.58468	4.886274	1.207946
14.157	33.91084	-84.5268	1.864114	-0.000367283	-0.1454726	-0.3013612	685.5	0	3.008351	0.08108278	0.6196463	-0.2525177	-1.581573	0.3118896	-0.9286005	-24.90551	21.17647	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	65.09432	14.63514	14.58468	4.886274	1.207946
14.258	33.91084	-84.5268	1.864114	-0.1677994	0.209922	-0.1312438	685.5	0	3.008351	0.08108278	0.6196463	-0.1300354	-1.765244	0.1301117	-0.9430006	-24.86278	21.17647	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	65.09432	14.63514	14.58468	4.886274	1.207946
14.36	33.91084	-84.5268	1.864114	-0.3826143	0.1731487	-0.40071	685.5	0	3.008351	0.08108278	0.6196463	0.1130524	-1.886978	0.4357758	-0.9558182	-24.7885	21.17647	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	65.09432	14.63514	14.58468	4.886274	1.207946
14.46	33.91084	-84.5268	1.864114	0.2679	-0.03856441	-0.3400396	685.5	0	3.008351	0.08108278	0.6196463	-0.3144226	-1.947296	0.1307068	-0.9199722	-24.7148	21.17647	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	65.09432	14.63514	14.58468	4.886274	1.207946
14.56	33.91084	-84.5268	1.864114	0.2742749	-0.4646364	-0.02865888	685.5	0	3.008351	0.08108278	0.6196463	-0.1919861	-1.947723	0.1308899	-0.8631654	-24.73779	21.17647	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	65.09432	14.63514	14.58468	4.886274	1.207946
14.664	33.91084	-84.5268	1.864114	0.3256801	-0.1405944	-0.1814122	685.5	0	3.008351	0.08108278	0.6196463	-0.06976318	-2.13121	0.01005554	-0.8610717	-24.7732	21.17647	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	65.09432	14.63514	14.58468	4.886274	1.207946
14.765	33.91084	-84.5268	1.864114	0.04586196	0.808452	-0.002928267	685.5	0	3.008351	0.08108278	0.6196463	-0.1927338	-2.069336	0.1924133	-0.8272718	-24.74684	21.17647	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	65.09432	14.63514	14.62755	4.886274	1.207946
14.866	33.91084	-84.5268	1.864114	0.5251556	0.2176598	-0.4658798	685.5	0	3.008351	0.08108278	0.6196463	-0.1938934	-2.618149	-0.04875183	-0.7780932	-24.67124	21.17647	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	65.09432	14.63514	14.62755	4.886274	1.207946
14.969	33.91084	-84.5268	1.864114	0.02314947	0.2124407	-0.4396317	685.5	0	3.008351	0.08108278	0.6196463	-0.008682251	-2.619888	-0.4141388	-0.7423841	-24.52195	21.17647	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.8672305	0.1734461	8.496039	65.09432	14.63514	14.62755	4.886274	1.207946
15.07	33.91084	-84.5268	2.485485	0.01702003	0.2233597	-0.6486577	685.5	0	3.008351	0.08108278	0.6196463	-0.2552795	-2.984238	-0.3518219	-0.7211896	-24.34696	21.17647	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.496039	65.09432	14.63514	14.62755	4.886274	1.207946
15.17	33.91084	-84.5268	2.485485	0.2373915	0.513144	-1.01107	685.5	0	3.008351	0.08108278	0.6196463	-0.1355286	-3.654541	-0.3484497	-0.6834303	-24.17689	21.17647	145.4	16.53686	95	0.932715	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.496039	65.09432	14.63514	14.62755	4.886274	1.207946
15.27	33.91084	-84.5268	2.485485	-0.3664217	0.6221358	-2.148194	685.5	0	3.949511	0.1512984	0.6293145	-0.01043701	-3.901123	-1.200317	-0.7174786	-23.89411	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	65.09432	14.63514	14.62755	4.886274	1.207946
15.373	33.91084	-84.5268	2.485485	-0.1637175	0.5926431	-2.204911	685.5	0	3.949511	0.1512984	0.6293145	0.1705475	-4.632721	-1.257507	-0.7515106	-23.73119	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	65.09432	14.63514	14.62755	4.886274	1.207946
15.476	33.91084	-84.5268	2.485485	-0.07805256	0.7542553	-1.282387	685.5	0	3.949511	0.1512984	0.6293145	-0.2588348	-5.363464	-1.742218	-0.7843722	-23.14396	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	65.09432	14.63514	14.62755	4.886274	1.207946
15.577	33.91084	-84.5268	2.485485	-0.3424175	0.5283636	-1.202633	685.5	0	3.949511	0.1512984	0.6293145	-0.2580261	-5.486176	-2.046356	-0.9027056	-22.7177	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	65.09432	14.63514	14.62755	4.886274	1.207946
15.695	33.91084	-84.5268	2.485485	-0.5898648	0.6064049	-0.6905937	685.5	0	3.949511	0.1512984	0.6293145	-0.5643005	-5.790329	-2.289139	-1.238104	-22.33624	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	65.09432	14.63871	14.62755	4.886274	1.207946
15.793	33.91084	-84.5268	2.485485	-0.7547804	0.1290421	0.1068891	685.5	0	3.949511	0.1512984	0.6293145	-0.2592163	-5.912827	-2.166214	-1.420292	-22.36783	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	65.09432	14.63871	14.62755	4.886274	1.207946
15.894	33.91084	-84.5268	2.485485	0.1605826	-0.5849034	-0.3804161	685.5	0	3.949511	0.1512984	0.6293145	0.2889862	-6.279221	-1.858932	-1.467994	-22.47799	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	65.09432	14.63871	14.62755	4.886274	1.207946
15.994	33.91084	-84.5268	2.485485	-0.06317861	0.004877615	0.3425955	734	0	3.949511	0.1512984	0.6293145	-0.1407471	-6.643295	-1.918777	-1.444409	-22.62405	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	61.74168	14.63871	14.62755	4.886274	1.207946
16.098	33.91083	-84.52682	2.485485	-0.3997226	-0.08620187	0.5257648	734	0	3.949511	0.1512984	0.6293145	-0.2008667	-6.888138	-2.405258	-1.463051	-22.79515	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	61.74168	14.63871	14.62755	4.886274	1.901396
16.198	33.91083	-84.52682	2.485485	-0.1345898	-0.1247554	0.3170655	734	0	3.949511	0.1512984	0.6293145	-0.1406097	-7.193024	-2.464661	-1.471821	-22.93812	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	61.74168	14.63871	14.62755	4.886274	1.901396
16.298	33.91083	-84.52682	2.485485	-0.3143155	-0.1427075	0.9909213	734	0	3.949511	0.1512984	0.6293145	-0.2643585	-7.1306	-2.099472	-1.441646	-23.18967	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	61.74168	14.63871	14.62755	4.886274	1.901396
16.401	33.91083	-84.52682	2.485485	0.5424728	-0.4549816	0.3987143	734	0	3.949511	0.1512984	0.6293145	0.1038055	-7.437836	-2.585022	-1.397076	-23.42724	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	61.74168	14.63871	14.62755	4.886274	1.901396
16.504	33.91083	-84.52682	2.485485	0.3766534	-0.4562494	0.7793143	734	0	3.949511	0.1512984	0.6293145	-0.01927185	-7.986588	-2.948257	-1.246986	-23.62408	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	61.74168	14.63871	14.62755	4.886274	1.901396
16.605	33.91083	-84.52682	2.485485	-0.1940596	-0.02436575	0.7690446	734	0	3.949511	0.1512984	0.6293145	-0.1421967	-8.107956	-2.947861	-1.177782	-23.79628	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	61.74168	14.63871	14.62755	4.886274	1.901396
16.708	33.91083	-84.52682	2.485485	0.2030463	-0.6017245	0.9653847	734	0	3.949511	0.1512984	0.6293145	0.1637573	-8.597488	-3.371689	-1.236433	-24.02904	21.17647	145.4	16.53686	95	0.947268	13.33333	60	0	0	0	0	0	0	-6.091585	0.585945	0.2265875	8.628601	61.74168	14.63871	14.62755	4.886274	1.901396
16.811	33.91083	-84.52682	2.485485	0.1427994	-0.1429668	0.4592498	734	0	3.949511	0.1512984	0.6293145	0.09950256	-8.900482	-2.943726	-1.259154	-24.16	21.17647	145.4	17.71806	95	0.947268	13.33333	60	0	0	0	0	0	0	-5.511434	0.585945	0.2265875	8.628601	61.74168	14.63871	14.62755	4.886274	1.901396
16.912	33.91083	-84.52682	2.485485	-0.3264759	-0.1405513	0.427653	734	0	3.949511	0.1512984	0.6293145	-0.02209473	-9.144928	-3.369354	-1.225479	-24.28456	21.17647	145.4	17.71806	95	0.947268	13.33333	60	0	0	0	0	0	0	-5.511434	0.585945	0.2265875	8.628601	61.74168	14.63871	14.62755	4.886274	1.901396
17.013	33.91083	-84.52682	2.485485	0.1719984	-0.4508662	0.7812176	734	0	3.949511	0.1512984	0.6293145	0.03785706	-9.266388	-3.185852	-1.246608	-24.48822	21.17647	145.4	17.71806	95	0.947268	13.33333	60	0	0	0	0	0	0	-5.511434	0.585945	0.2265875	8.628601	61.74168	14.63871	14.62755	4.886274	1.901396
17.116	33.91083	-84.52683	2.485485	-0.2037724	-0.2496012	0.6317586	734	0	3.949511	0.1512984	0.6293145	0.09832764	-9.388214	-3.124237	-1.342539	-24.6438	21.17647	145.4	17.71806	95	0.947268	13.33333	60	0	0	0	0	0	0	-5.511434	0.585945	0.2265875	8.628601	61.74168	14.63871	14.62755	4.886274	1.610594
17.22	33.91083	-84.52683	2.485485	-0.6182622	-0.1172122	0.5106771	734	0	3.949511	0.1512984	0.6293145	0.2809143	-9.265961	-2.758881	-1.347165	-24.75562	21.17647	145.4	17.71806	95	0.947268	13.72549	60	0	0	0	0	0	0	-5.511434	0.585945	0.2265875	8.628601	61.74168	14.63871	14.62755	4.886274	1.610594
17.319	33.91083	-84.52683	2.485485	0.09124538	-0.3716939	0.3811761	734	0	3.949511	0.1512984	0.6293145	0.3419037	-9.388153	-2.819153	-1.31283	-24.81567	21.17647	145.4	17.71806	95	0.947268	13.72549	60	0	0	0	0	0	0	-5.511434	0.585945	0.2265875	8.628601	61.74168	14.63871	14.62755	4.886274	1.610594
